2023-2-12,580,782
2023-2-15,582,782
2023-2-22,583,782
2023-2-23,584,782
2023-3-5,585,782
2023-3-7,584,782
2023-3-11,585,782
2023-3-23,588,782
2023-3-24,585,782
2023-3-25,587,782
2023-3-28,586,782
2023-4-21,587,782
2023-4-24,588,782
2023-5-1,589,782
2023-5-8,590,782
2023-5-12,591,782
2023-5-16,592,782
2023-5-17,593,782
2023-5-23,594,782
2023-5-27,596,782
2023-6-1,595,782
2023-6-19,597,782
2023-6-27,599,782
2023-6-30,600,782
2023-7-4,602,782
2023-7-18,603,782
2023-8-2,604,782
2023-8-11,605,782
2023-8-15,604,782
2023-8-18,605,782
2023-8-21,606,782
2023-8-25,608,782
2023-8-29,609,782
2023-9-25,607,782
2023-9-27,608,782
2023-10-11,609,782
2023-10-15,610,782
2023-10-26,609,782
2023-10-29,610,782
2023-10-31,612,782
2023-11-2,611,782
2023-11-5,610,782
2023-11-6,611,782
2023-11-23,610,782
2023-11-27,609,782
2023-12-2,611,782
2023-12-12,612,782
2023-12-16,613,782
2023-12-17,614,782
2023-12-19,615,782
2023-12-24,616,782
2023-12-28,615,782
2023-12-30,616,782
2024-1-19,615,782
2024-1-23,616,782
2024-1-29,618,782
2024-2-1,617,782
2024-2-12,618,782
2024-2-21,619,782
2024-2-28,620,782
2024-2-29,621,782
2024-3-12,623,782
2024-3-15,624,782
2024-4-2,628,782
2024-4-11,627,782
2024-4-12,628,782
2024-4-15,627,782
2024-4-26,626,782
2024-4-28,627,782
2024-4-30,626,782
2024-5-3,628,782
2024-5-5,627,782
2024-5-9,626,782
2024-5-13,628,782
2024-5-14,629,782
2024-5-16,630,782
2024-5-19,629,782
2024-5-21,628,782
2024-5-29,627,782
2024-6-2,628,782
2024-6-17,629,782
2024-6-18,628,782
2024-6-25,627,782
2024-6-28,628,782
2024-7-5,632,782
2024-7-6,631,782
2024-7-12,632,782
2024-7-19,633,782
2024-7-31,634,782
2024-8-6,635,782
2024-8-23,636,782
2024-8-30,639,782
2024-9-1,640,782
2024-9-6,639,782
2024-9-13,640,782
2024-9-16,639,782
2024-9-23,640,782
2024-9-24,641,782
2024-9-30,642,782
2024-10-2,641,782
2024-10-4,643,782
2024-10-7,645,782
2024-10-8,646,782
2024-10-9,654,782
2024-10-14,655,782
2024-10-17,654,782
2024-10-21,656,782
2024-11-9,655,782
2024-11-17,656,782
2024-11-20,658,782
2024-11-21,657,782
2024-11-26,658,782
2024-12-2,657,782
2024-12-12,658,782
2024-12-24,657,782
2025-1-5,659,782
2025-1-14,660,782
2025-1-15,662,782
2025-1-17,661,782
2025-2-2,659,782
2025-2-8,657,782
2025-2-10,658,782
2025-2-15,659,782
2025-2-24,660,782
2025-2-25,661,782
2025-2-26,662,782
2025-3-3,664,782
2025-3-4,663,782
2025-3-19,664,782
2025-4-15,662,782
2025-4-21,661,782
2025-4-22,660,782
2025-4-25,659,782
2025-5-9,658,782
2025-5-13,659,782
2025-5-16,660,782
2025-5-25,661,782
2025-5-26,662,782
2025-6-2,664,782
2025-6-4,662,782
2025-6-6,663,782
2025-6-9,664,782
2025-6-10,665,782
2025-6-14,666,782
2025-6-17,667,782
2025-6-18,668,782
2025-7-4,667,782
2025-7-7,668,782
2025-7-15,667,782
2025-7-27,669,782
2025-8-5,670,782
2025-8-12,669,782
2025-8-16,668,782
2025-8-20,669,782
2025-8-22,670,782
2025-8-31,671,782
2025-9-1,673,782
2025-9-9,674,782
2025-9-13,673,782
2025-9-14,674,782
2025-9-15,675,782
2025-9-22,676,782
2025-9-23,675,782
2025-9-29,676,782
2025-10-11,679,782
2025-10-17,681,782
2025-10-20,682,782
2025-10-27,683,782
2025-10-29,684,782
2025-11-8,689,782
2025-11-9,690,782
2025-11-12,691,782
2025-11-13,693,782
2025-11-14,694,782
2025-11-15,693,782
2025-11-17,695,782
2025-11-20,696,782
2025-11-24,697,782
2025-11-29,698,782
2025-12-4,699,782
2025-12-6,700,782
2025-12-11,702,782
2025-12-16,703,782
2025-12-24,704,782
2026-1-4,705,782
2026-1-17,708,782
2026-1-23,711,782
2026-1-24,710,782
2026-1-25,711,782
2026-1-28,722,782
2026-4-12,744,782
2026-4-26,750,782
2026-4-27,751,782
2026-5-4,753,782
2026-5-5,754,782
2026-5-6,757,782
2026-5-8,758,782
2026-5-11,759,782
2026-6-7,760,782
2026-6-15,761,782
2026-6-18,762,782
2026-7-2,763,782
