2023-6-1,664,6975
2023-6-12,680,6975
2023-6-14,692,6975
2023-6-15,693,6975
2023-6-18,694,6975
2023-6-20,695,6975
2023-6-21,698,6975
2023-6-24,700,6975
2023-6-25,701,6975
2023-6-26,703,6975
2023-6-28,704,6975
2023-7-2,705,6975
2023-7-5,706,6975
2023-7-6,709,6975
2023-7-10,713,6975
2023-7-11,714,6975
2023-7-12,715,6975
2023-7-18,716,6975
2023-7-19,717,6975
2023-7-20,722,6975
2023-7-22,723,6975
2023-7-23,724,6975
2023-7-25,726,6975
2023-7-26,727,6975
2023-7-27,728,6975
2023-7-28,729,6975
2023-7-29,730,6975
2023-7-30,731,6975
2023-7-31,735,6975
2023-8-1,738,6975
2023-8-2,744,6975
2023-8-3,746,6975
2023-8-4,747,6975
2023-8-5,751,6975
2023-8-7,753,6975
2023-8-8,757,6975
2023-8-9,758,6975
2023-8-10,760,6975
2023-8-11,762,6975
2023-8-13,765,6975
2023-8-14,767,6975
2023-8-15,768,6975
2023-8-17,772,6975
2023-8-18,778,6975
2023-8-19,776,6975
2023-8-20,780,6975
2023-8-22,783,6975
2023-8-23,784,6975
2023-8-24,786,6975
2023-8-25,787,6975
2023-8-27,790,6975
2023-8-29,791,6975
2023-9-2,792,6975
2023-9-3,793,6975
2023-9-4,794,6975
2023-9-5,795,6975
2023-9-6,798,6975
2023-9-7,799,6975
2023-9-9,798,6975
2023-9-10,800,6975
2023-9-12,802,6975
2023-9-14,803,6975
2023-9-15,804,6975
2023-9-18,805,6975
2023-9-19,810,6975
2023-9-20,812,6975
2023-9-21,813,6975
2023-9-22,814,6975
2023-9-23,812,6975
2023-9-24,813,6975
2023-9-27,815,6975
2023-9-28,817,6975
2023-9-29,818,6975
2023-9-30,820,6975
2023-10-1,821,6975
2023-10-2,822,6975
2023-10-4,825,6975
2023-10-5,826,6975
2023-10-6,828,6975
2023-10-8,831,6975
2023-10-11,833,6975
2023-10-12,834,6975
2023-10-13,838,6975
2023-10-15,844,6975
2023-10-16,846,6975
2023-10-17,848,6975
2023-10-18,851,6975
2023-10-20,852,6975
2023-10-21,853,6975
2023-10-23,855,6975
2023-10-26,856,6975
2023-10-27,857,6975
2023-10-28,858,6975
2023-10-31,863,6975
2023-11-1,864,6975
2023-11-2,868,6975
2023-11-4,871,6975
2023-11-6,872,6975
2023-11-8,873,6975
2023-11-9,874,6975
2023-11-12,875,6975
2023-11-13,876,6975
2023-11-14,877,6975
2023-11-23,884,6975
2023-11-26,885,6975
2023-11-27,888,6975
2023-11-29,889,6975
2023-12-2,891,6975
2023-12-5,895,6975
2023-12-8,896,6975
2023-12-9,897,6975
2023-12-11,899,6975
2023-12-12,900,6975
2023-12-13,901,6975
2023-12-19,904,6975
2023-12-22,907,6975
2023-12-23,908,6975
2023-12-24,907,6975
2023-12-25,908,6975
2023-12-27,912,6975
2023-12-28,917,6975
2023-12-30,918,6975
2023-12-31,919,6975
2024-1-1,921,6975
2024-1-3,922,6975
2024-1-5,924,6975
2024-1-6,926,6975
2024-1-10,927,6975
2024-1-15,928,6975
2024-1-17,925,6975
2024-1-22,926,6975
2024-1-23,929,6975
2024-1-24,930,6975
2024-1-25,931,6975
2024-1-27,932,6975
2024-1-28,931,6975
2024-1-29,932,6975
2024-1-30,933,6975
2024-2-1,938,6975
2024-2-5,942,6975
2024-2-7,943,6975
2024-2-8,944,6975
2024-2-9,946,6975
2024-2-10,947,6975
2024-2-14,949,6975
2024-2-16,951,6975
2024-2-18,950,6975
2024-2-21,951,6975
2024-2-23,953,6975
2024-2-24,954,6975
2024-2-27,959,6975
2024-2-28,953,6975
2024-2-29,955,6975
2024-3-1,956,6975
2024-3-4,962,6975
2024-3-6,961,6975
2024-3-8,959,6975
2024-3-9,960,6975
2024-3-10,961,6975
2024-3-11,963,6975
2024-3-12,964,6975
2024-3-15,966,6975
2024-3-18,991,6975
2024-4-2,1008,6975
2024-4-4,1009,6975
2024-4-6,1010,6975
2024-4-7,1011,6975
2024-4-10,1012,6975
2024-4-15,1013,6975
2024-4-18,1014,6975
2024-4-22,1016,6975
2024-4-23,1017,6975
2024-4-25,1018,6975
2024-4-28,1020,6975
2024-5-1,1021,6975
2024-5-2,1022,6975
2024-5-3,1023,6975
2024-5-4,1025,6975
2024-5-5,1026,6975
2024-5-6,1027,6975
2024-5-7,1028,6975
2024-5-9,1029,6975
2024-5-11,1021,6975
2024-5-12,1024,6975
2024-5-14,1028,6975
2024-5-15,1029,6975
2024-5-16,1030,6975
2024-5-17,1031,6975
2024-5-20,1037,6975
2024-5-21,1038,6975
2024-5-22,1037,6975
2024-5-23,1056,6975
2024-5-24,1057,6975
2024-5-26,1058,6975
2024-5-29,1059,6975
2024-5-30,1060,6975
2024-6-1,1062,6975
2024-6-2,1061,6975
2024-6-3,1062,6975
2024-6-4,1074,6975
2024-6-5,1075,6975
2024-6-6,1078,6975
2024-6-7,1080,6975
2024-6-8,1082,6975
2024-6-10,1085,6975
2024-6-12,1086,6975
2024-6-13,1088,6975
2024-6-14,1091,6975
2024-6-15,1092,6975
2024-6-16,1090,6975
2024-6-18,1091,6975
2024-6-20,1093,6975
2024-6-21,1095,6975
2024-6-23,1097,6975
2024-6-24,1096,6975
2024-6-26,1097,6975
2024-6-27,1099,6975
2024-6-28,1100,6975
2024-6-29,1109,6975
2024-6-30,1110,6975
2024-7-2,1111,6975
2024-7-5,1114,6975
2024-7-6,1116,6975
2024-7-7,1119,6975
2024-7-8,1121,6975
2024-7-9,1143,6975
2024-7-12,1144,6975
2024-7-13,1146,6975
2024-7-14,1148,6975
2024-7-15,1149,6975
2024-7-16,1150,6975
2024-7-19,1152,6975
2024-7-24,1163,6975
2024-7-25,1164,6975
2024-7-26,1166,6975
2024-7-27,1167,6975
2024-7-29,1166,6975
2024-7-31,1165,6975
2024-8-4,1166,6975
2024-8-6,1167,6975
2024-8-8,1168,6975
2024-8-9,1169,6975
2024-8-11,1170,6975
2024-8-12,1174,6975
2024-8-13,1177,6975
2024-8-15,1178,6975
2024-8-16,1180,6975
2024-8-17,1181,6975
2024-8-19,1183,6975
2024-8-20,1185,6975
2024-8-22,1186,6975
2024-8-24,1187,6975
2024-8-30,1190,6975
2024-9-1,1192,6975
2024-9-5,1193,6975
2024-9-9,1192,6975
2024-9-11,1191,6975
2024-9-12,1194,6975
2024-9-13,1193,6975
2024-9-15,1194,6975
2024-9-16,1195,6975
2024-9-17,1198,6975
2024-9-18,1199,6975
2024-9-19,1204,6975
2024-9-21,1212,6975
2024-9-22,1210,6975
2024-9-26,1212,6975
2024-9-27,1213,6975
2024-9-28,1214,6975
2024-9-30,1216,6975
2024-10-4,1218,6975
2024-10-8,1217,6975
2024-10-12,1218,6975
2024-10-14,1220,6975
2024-10-15,1222,6975
2024-10-16,1221,6975
2024-10-17,1222,6975
2024-10-19,1223,6975
2024-10-23,1224,6975
2024-10-28,1225,6975
2024-10-29,1226,6975
2024-10-30,1228,6975
2024-10-31,1229,6975
2024-11-2,1230,6975
2024-11-3,1231,6975
2024-11-5,1232,6975
2024-11-7,1236,6975
2024-11-9,1239,6975
2024-11-10,1246,6975
2024-11-14,1244,6975
2024-11-15,1245,6975
2024-11-16,1243,6975
2024-11-17,1244,6975
2024-11-22,1245,6975
2024-11-23,1247,6975
2024-11-26,1248,6975
2024-11-27,1249,6975
2024-11-28,1250,6975
2024-11-30,1252,6975
2024-12-3,1254,6975
2024-12-4,1257,6975
2024-12-5,1259,6975
2024-12-7,1260,6975
2024-12-8,1262,6975
2024-12-9,1263,6975
2024-12-10,1264,6975
2024-12-11,1267,6975
2024-12-12,1268,6975
2024-12-24,1275,6975
2024-12-26,1276,6975
2024-12-28,1278,6975
2024-12-30,1280,6975
2025-1-14,1286,6975
2025-1-15,1288,6975
2025-1-16,1289,6975
2025-1-17,1291,6975
2025-1-20,1296,6975
2025-1-21,1297,6975
2025-1-22,1298,6975
2025-1-23,1299,6975
2025-1-25,1300,6975
2025-1-27,1301,6975
2025-1-28,1302,6975
2025-1-29,1303,6975
2025-1-31,1305,6975
2025-2-2,1306,6975
2025-2-3,1308,6975
2025-2-4,1309,6975
2025-2-5,1311,6975
2025-2-6,1314,6975
2025-2-7,1318,6975
2025-2-8,1317,6975
2025-2-9,1319,6975
2025-2-12,1320,6975
2025-2-14,1318,6975
2025-2-16,1319,6975
2025-2-18,1320,6975
2025-2-19,1323,6975
2025-2-20,1325,6975
2025-2-23,1326,6975
2025-2-24,1327,6975
2025-2-25,1328,6975
2025-2-26,1326,6975
2025-2-28,1327,6975
2025-3-1,1326,6975
2025-3-2,1327,6975
2025-3-3,1329,6975
2025-3-4,1330,6975
2025-3-5,1331,6975
2025-3-6,1332,6975
2025-3-7,1344,6975
2025-3-8,1359,6975
2025-3-12,1361,6975
2025-3-14,1360,6975
2025-3-17,1359,6975
2025-3-18,1360,6975
2025-3-25,1361,6975
2025-3-26,1360,6975
2025-3-27,1359,6975
2025-3-30,1358,6975
2025-3-31,1361,6975
2025-4-2,1362,6975
2025-4-7,1365,6975
2025-4-8,1363,6975
2025-4-12,1364,6975
2025-4-13,1363,6975
2025-4-14,1364,6975
2025-4-17,1362,6975
2025-4-18,1367,6975
2025-4-19,1369,6975
2025-4-21,1368,6975
2025-4-22,1378,6975
2025-4-23,1380,6975
2025-4-25,1382,6975
2025-4-28,1380,6975
2025-5-1,1382,6975
2025-5-2,1383,6975
2025-5-4,1385,6975
2025-5-6,1402,6975
2025-5-7,1403,6975
2025-5-8,1405,6975
2025-5-9,1404,6975
2025-5-10,1402,6975
2025-5-11,1398,6975
2025-5-13,1372,6975
2025-5-14,1350,6975
2025-5-15,1349,6975
2025-5-16,1350,6975
2025-5-24,1349,6975
2025-5-25,1346,6975
2025-5-26,1347,6975
2025-5-27,1345,6975
2025-5-28,1335,6975
2025-5-31,1329,6975
2025-6-1,1284,6975
2025-6-2,1286,6975
2025-6-3,1224,6975
2025-6-5,1219,6975
2025-6-6,1220,6975
2025-6-8,1206,6975
2025-6-9,1207,6975
