2022-6-21,25848,100000
2022-6-26,25849,100000
2022-6-27,25850,100000
2022-6-29,25854,100000
2022-6-30,25862,100000
2022-7-5,25870,100000
2022-7-6,25871,100000
2022-7-7,25872,100000
2022-7-9,25873,100000
2022-7-12,25869,100000
2022-7-13,25870,100000
2022-7-15,25875,100000
2022-7-17,25880,100000
2022-7-18,25868,100000
2022-7-21,25869,100000
2022-7-22,25864,100000
2022-7-23,25865,100000
2022-7-24,25860,100000
2022-7-25,25876,100000
2022-7-27,25877,100000
2022-7-28,25878,100000
2022-7-31,25879,100000
2022-8-1,25889,100000
2022-8-2,25894,100000
2022-8-4,25915,100000
2022-8-9,25917,100000
2022-8-10,25924,100000
2022-8-11,25926,100000
2022-8-12,25931,100000
2022-8-13,25940,100000
2022-8-14,25957,100000
2022-8-17,25967,100000
2022-8-19,25968,100000
2022-8-24,25969,100000
2022-8-25,25966,100000
2022-8-28,25958,100000
2022-9-1,25933,100000
2022-9-2,25937,100000
2022-9-3,25938,100000
2022-9-4,25932,100000
2022-9-5,25936,100000
2022-9-6,25938,100000
2022-9-9,25953,100000
2022-9-11,25963,100000
2022-9-12,25925,100000
2022-9-16,25957,100000
2022-9-23,25959,100000
2022-9-25,25973,100000
2022-9-27,25982,100000
2022-9-28,25985,100000
2022-10-1,25988,100000
2022-10-3,25987,100000
2022-10-7,25990,100000
2022-10-8,25996,100000
2022-10-9,26000,100000
2022-10-11,26010,100000
2022-10-16,26025,100000
2022-10-17,26074,100000
2022-10-19,26075,100000
2022-10-23,26090,100000
2022-10-26,26087,100000
2022-10-30,26112,100000
2022-11-1,26115,100000
2022-11-4,26172,100000
2022-11-5,26178,100000
2022-11-6,26182,100000
2022-11-10,26184,100000
2022-11-11,26250,100000
2022-11-13,26268,100000
2022-11-14,26269,100000
2022-11-17,26291,100000
2022-11-18,26301,100000
2022-11-19,26302,100000
2022-11-20,26300,100000
2022-11-21,26289,100000
2022-11-22,26292,100000
2022-11-23,26304,100000
2022-11-25,26305,100000
2022-11-28,26304,100000
2022-11-30,26344,100000
2022-12-2,26353,100000
2022-12-10,26383,100000
2022-12-14,26388,100000
2022-12-17,26392,100000
2022-12-19,26381,100000
2022-12-20,26382,100000
2022-12-22,26386,100000
2022-12-24,26385,100000
2022-12-25,26393,100000
2022-12-26,26389,100000
2022-12-27,26430,100000
2023-1-1,26435,100000
2023-1-7,26440,100000
2023-1-8,26474,100000
2023-1-9,26483,100000
2023-1-10,26472,100000
2023-1-16,26447,100000
2023-1-17,26453,100000
2023-1-20,26452,100000
2023-1-21,26450,100000
2023-1-25,26449,100000
2023-1-26,26443,100000
2023-1-28,26428,100000
2023-1-31,26419,100000
2023-2-1,26415,100000
2023-2-2,26405,100000
2023-2-3,26191,100000
2023-2-4,26142,100000
2023-2-5,26156,100000
2023-2-9,26168,100000
2023-2-11,26099,100000
2023-2-12,26102,100000
2023-2-13,26115,100000
2023-2-14,26116,100000
2023-2-17,26125,100000
2023-2-18,26126,100000
2023-2-19,26132,100000
2023-2-21,26143,100000
2023-2-26,26137,100000
2023-2-28,26127,100000
2023-3-2,26126,100000
2023-3-4,26119,100000
2023-3-5,26465,100000
2023-3-6,26446,100000
2023-3-7,26449,100000
2023-3-10,26450,100000
2023-3-13,26465,100000
